date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:42:03	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/netflix	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index1305.html	(from https://free.kurd4u.com/)
01:42:03	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/orghack	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index0b4a.html	(from https://free.kurd4u.com/)
01:42:03	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/picsart	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/indexa264.html	(from https://free.kurd4u.com/)
01:42:03	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/bikerace	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index41a7.html	(from https://free.kurd4u.com/)
01:42:03	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/ppsspp	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index8c51.html	(from https://free.kurd4u.com/)
01:42:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/pubg	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index8adb.html	(from https://free.kurd4u.com/)
01:42:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/pubghack2	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index3658.html	(from https://free.kurd4u.com/)
01:42:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/roblox	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index0e73.html	(from https://free.kurd4u.com/)
01:42:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/scorehero	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index52be.html	(from https://free.kurd4u.com/)
01:42:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/ShadowFight2	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index3daf.html	(from https://free.kurd4u.com/)
01:42:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/shadowrocket	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index9458.html	(from https://free.kurd4u.com/)
01:42:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/Snake.io	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index110c.html	(from https://free.kurd4u.com/)
01:42:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/subway	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index2924.html	(from https://free.kurd4u.com/)
01:42:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/tocalife	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/indexa7db.html	(from https://free.kurd4u.com/)
01:42:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/TruckersofEurope3	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index3c52.html	(from https://free.kurd4u.com/)
01:42:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/Alight	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index82ee.html	(from https://free.kurd4u.com/)
01:42:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/cutecutpro	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/indexd56d.html	(from https://free.kurd4u.com/)
01:42:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/fifa	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index5e1b.html	(from https://free.kurd4u.com/)
01:42:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/FiveNights	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index7b5e.html	(from https://free.kurd4u.com/)
01:42:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/LIMBO	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index9578.html	(from https://free.kurd4u.com/)
01:42:06	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/itms-services://?action=download-manifest&url=https://kurd4u.com/plist/youtubekiller	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/itms-services_/index2bba.html	(from https://free.kurd4u.com/)
01:42:06	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/{{/	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/{{/index.html	(from https://free.kurd4u.com/js/framework7.bundle.min.js)
01:42:06	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/{/	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/{/index.html	(from https://free.kurd4u.com/js/framework7.bundle.min.js)
01:42:06	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/Edge/	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/Edge/index.html	(from https://free.kurd4u.com/js/framework7.bundle.min.js)
01:42:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/Gecko/	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/Gecko/index.html	(from https://free.kurd4u.com/js/framework7.bundle.min.js)
01:42:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/Firefox/	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/Firefox/index.html	(from https://free.kurd4u.com/js/framework7.bundle.min.js)
01:42:07	165343/165343	---M-Z	200	added ('OK')	text/html	etag:%22285df-64d91a6d-260780241795b528;gz%22	https://free.kurd4u.com/index.html	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/index-2.html	(from https://free.kurd4u.com/js/framework7.bundle.min.js)
01:42:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/Version/	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/Version/index.html	(from https://free.kurd4u.com/js/framework7.bundle.min.js)
01:42:08	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://free.kurd4u.com/version/	C:/Users/salm%20duski/Pictures/website/free.kurd4u.com/version/index-2.html	(from https://free.kurd4u.com/js/framework7.bundle.min.js)
